secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
217,101,0,2.75338,52.83,0,287,42.8,12.57191406,56.04149247,0,0,23,0,46,0,0,0,0,0,0,0,0
218,101,0,2.76794,52.8336,0,344,42.8,12.57168088,56.04149189,0,0,23,0,49,0,0,0,0,0,0,0,0
219,101,0,2.77979,52.8696,0,360,42.8,12.57149069,56.04148392,0,0,23,0,50,0,0,0,0,0,0,0,0
220,75,0,2.79745,52.8696,0,258,42.8,12.57120948,56.04146515,0,0,23,0,38,0,0,0,0,0,0,0,0
221,81,0,2.81253,52.8696,0,240,42.6,12.57096816,56.04145434,0,0,23,0,47,0,0,0,0,0,0,0,0
222,100,0,2.8271,52.8588,0,420,42.6,12.57073414,56.04145434,0,0,23,0,50,0,0,0,0,0,0,0,0
223,100,0,2.84117,52.7256,0,463,42.6,12.57050884,56.04145417,0,0,23,0,50,0,0,0,0,0,0,0,0
224,102,0,2.85574,52.6284,0,481,42.6,12.57027481,56.04145006,0,0,23,0,49,0,0,0,0,0,0,0,0
225,103,0,2.86814,52.6284,0,498,42.6,12.57007667,56.04143808,0,0,23,0,50,0,0,0,0,0,0,0,0
226,105,0,2.88534,52.6356,0,504,42.4,12.56980350,56.04141905,0,0,23,0,49,0,0,0,0,0,0,0,0
227,106,0,2.90043,52.7364,0,504,42.2,12.56956528,56.04139608,0,0,23,0,49,0,0,0,0,0,0,0,0
228,106,0,2.91559,52.9632,0,464,42.2,12.56932749,56.04136549,0,0,23,0,50,0,0,0,0,0,0,0,0
229,107,0,2.92817,54.8388,0,395,42,12.56913018,56.04134193,0,-0.23,23,0,48,0,0,0,0,0,0,0,0
230,102,0,2.94682,56.1204,0,376,41.8,12.56883765,56.04130774,0,-0.51,23,0,47,0,0,0,0,0,0,0,0
231,100,0,2.9628,56.5308,0,395,41.6,12.56858879,56.04127329,0,-0.65,23,0,50,0,0,0,0,0,0,0,0
232,101,0,2.97916,56.556,0,394,41.4,12.56833256,56.04124144,0,-0.8,23,0,50,0,0,0,0,0,0,0,0
233,101,0,2.99429,56.754,0,398,41.4,12.56809812,56.04120824,0,-0.89,23,0,48,0,0,0,0,0,0,0,0
234,102,0,3.00731,56.1132,0,410,41.2,12.56789569,56.04117648,0,-0.93,23,0,50,0,0,0,0,0,0,0,0
235,102,0,3.02595,56.3112,0,418,41,12.56761012,56.04112803,0,-0.92,23,0,48,0,0,0,0,0,0,0,0
236,102,0,3.04222,56.5344,0,394,41,12.56736160,56.04108226,0,-0.88,23,0,50,0,0,0,0,0,0,0,0
237,102,0,3.05495,56.5776,0,421,40.8,12.56716471,56.04105226,0,-0.86,23,0,49,0,0,0,0,0,0,0,0
238,102,0,3.07098,56.7324,0,440,40.8,12.56691644,56.04101412,0,-0.81,23,0,51,0,0,0,0,0,0,0,0
239,102,0,3.08699,56.8044,0,443,40.6,12.56666733,56.04098000,0,-0.75,23,0,50,0,0,0,0,0,0,0,0
240,103,0,3.10332,56.9484,0,391,40.4,12.56641168,56.04094857,0,-0.7,23,0,49,0,0,0,0,0,0,0,0
241,103,0,3.11946,57.1752,0,375,40.4,12.56615838,56.04091848,0,-0.67,23,0,50,0,0,0,0,0,0,0,0
242,103,0,3.13573,57.2832,0,388,40.2,12.56590047,56.04089199,0,-0.66,23,0,49,0,0,0,0,0,0,0,0
243,103,0,3.15154,57.474,0,375,40,12.56565043,56.04086953,0,-0.65,23,0,51,0,0,0,0,0,0,0,0
244,102,0,3.16751,57.5316,0,283,40,12.56539789,56.04084698,0,-0.66,23,0,64,0,0,0,0,0,0,0,0
245,92,0,3.18364,57.5316,0,216,40,12.56514107,56.04082779,0,-0.66,23,0,91,0,0,0,0,0,0,0,0
246,54,0,3.19902,57.528,0,152,40,12.56489539,56.04081312,0,-0.6,23,0,80,0,0,0,0,0,0,0,0
247,39,0,3.21847,57.2508,0,16,40,12.56458602,56.04079300,0,-0.38,23,0,70,0,0,0,0,0,0,0,0
248,34,0,3.23281,54.3564,0,8,40,12.56435811,56.04077389,0,0,23,0,59,0,0,0,0,0,0,0,0
249,24,0,3.24417,50.7816,0,6,40,12.56418511,56.04074263,0,0,23,0,48,0,0,0,0,0,0,0,0
250,15,0,3.2576,48.078,0,4,40,12.56398914,56.04069234,0,0,23,0,38,0,0,0,0,0,0,0,0
251,6,0,3.2722,45.2268,0,2,39.8,12.56378412,56.04062905,0,0,23,0,27,0,0,0,0,0,0,0,0
252,0,0,3.28302,41.1912,0,0,39.6,12.56361975,56.04059988,0,0,23,0,17,0,0,0,0,0,0,0,0
253,4,0,3.29096,36.7668,0,0,39.6,12.56349385,56.04060190,0,-0.09,23,0,6,0,0,0,0,0,0,0,0
254,39,0,3.29967,35.604,0,100,39.4,12.56337265,56.04064179,0,-0.36,23,0,28,0,0,0,0,0,0,0,0
255,79,0,3.30881,34.5996,0,389,39.4,12.56327894,56.04070265,0,-0.53,23,0,49,0,0,0,0,0,0,0,0
256,84,0,3.3206,34.7292,0,728,39.4,12.56312983,56.04076970,0,-0.65,23,0,48,0,0,0,0,0,0,0,0
257,89,0,3.33103,37.2168,0,866,39.4,12.56297686,56.04080675,0,-0.72,23,0,51,0,0,0,0,0,0,0,0
258,93,0,3.33993,40.0716,0,823,39.6,12.56283881,56.04082578,0,-0.51,23,0,49,0,0,0,0,0,0,0,0
259,96,0,3.35174,40.1976,0,805,39.6,12.56265214,56.04084531,0,0,23,0,49,0,0,0,0,0,0,0,0
260,99,0,3.3664,42.8616,0,742,39.6,12.56242147,56.04087263,0,0,23,0,51,0,0,0,0,0,0,0,0
261,102,0,3.37914,45.0648,0,652,39.6,12.56222131,56.04089526,0,0,23,0,51,0,0,0,0,0,0,0,0
262,102,0,3.39179,46.098,0,539,39.8,12.56202140,56.04091387,0,0,23,0,50,0,0,0,0,0,0,0,0
263,102,0,3.40202,46.8756,0,444,39.8,12.56185989,56.04092871,0,0.15,23,0,52,0,0,0,0,0,0,0,0
264,103,0,3.41502,46.3176,0,452,39.8,12.56165445,56.04094815,0,0.37,23,0,50,0,0,0,0,0,0,0,0
265,104,0,3.43065,45.0216,0,473,39.8,12.56140885,56.04097875,0,0,23,0,49,0,0,0,0,0,0,0,0
266,105,0,3.44387,46.0476,0,478,39.8,12.56120300,56.04100599,0,0,23,0,50,0,0,0,0,0,0,0,0
267,105,0,3.4573,46.3968,0,474,40,12.56099647,56.04104035,0,0,23,0,49,0,0,0,0,0,0,0,0
268,107,0,3.47098,46.9188,0,481,40.2,12.56078700,56.04107807,0,0,23,0,50,0,0,0,0,0,0,0,0
269,108,0,3.48462,47.2752,0,476,40.2,12.56057586,56.04110900,0,0.09,23,0,50,0,0,0,0,0,0,0,0
270,108,0,3.4986,47.3976,0,437,40.2,12.56036338,56.04115116,0,0.34,23,0,48,0,0,0,0,0,0,0,0
271,107,0,3.51241,47.9916,0,390,40.2,12.56015610,56.04119316,0,0.39,23,0,45,0,0,0,0,0,0,0,0
272,103,0,3.52641,48.456,0,371,40.6,12.55994479,56.04123926,0,0.46,23,0,48,0,0,0,0,0,0,0,0
273,103,0,3.54035,49.0176,0,407,40.6,12.55973977,56.04128888,0,0.59,23,0,50,0,0,0,0,0,0,0,0
274,105,0,3.55434,49.4028,0,424,40.6,12.55953382,56.04133808,0,0.69,23,0,50,0,0,0,0,0,0,0,0
275,106,0,3.56894,49.5108,0,419,40.6,12.55932067,56.04139214,0,0.69,23,0,48,0,0,0,0,0,0,0,0
276,110,0,3.58303,49.8456,0,437,40.6,12.55911272,56.04144109,0,0.47,23,0,48,0,0,0,0,0,0,0,0
277,108,0,3.59799,52.4664,0,424,40.4,12.55888934,56.04148803,0,0,23,0,50,0,0,0,0,0,0,0,0
278,107,0,3.61249,53.46,0,383,40.2,12.55867049,56.04153614,0,0,23,0,50,0,0,0,0,0,0,0,0
279,105,0,3.62814,54.2088,0,379,40.2,12.55843169,56.04157964,0,0,23,0,48,0,0,0,0,0,0,0,0
280,106,0,3.64312,54.3564,0,410,40,12.55820253,56.04162005,0,-0.09,23,0,50,0,0,0,0,0,0,0,0
281,108,0,3.6593,55.6056,0,436,39.8,12.55795342,56.04165986,0,-0.4,23,0,50,0,0,0,0,0,0,0,0
282,109,0,3.67486,56.4984,0,468,39.6,12.55771512,56.04170035,0,-0.65,23,0,50,0,0,0,0,0,0,0,0
283,110,0,3.69078,56.9916,0,458,39.4,12.55746685,56.04173463,0,-0.82,23,0,47,0,0,0,0,0,0,0,0
284,111,0,3.70687,57.4272,0,421,39.4,12.55721665,56.04176899,0,-0.9,23,0,48,0,0,0,0,0,0,0,0
285,111,0,3.72301,57.8556,0,398,39,12.55696510,56.04180344,0,-0.94,23,0,47,0,0,0,0,0,0,0,0
286,111,0,3.73896,56.4876,0,407,38.8,12.55671742,56.04184083,0,-0.98,23,0,50,0,0,0,0,0,0,0,0
287,111,0,3.75545,56.988,0,424,38.6,12.55646010,56.04187519,0,-1,23,0,48,0,0,0,0,0,0,0,0
288,112,0,3.77171,57.4236,0,440,38.6,12.55620344,56.04190168,0,-1,23,0,50,0,0,0,0,0,0,0,0
289,112,0,3.78886,57.9312,0,433,38.6,12.55593136,56.04192582,0,-0.95,23,0,48,0,0,0,0,0,0,0,0
290,111,0,3.8045,57.9348,0,433,38.6,12.55568418,56.04195138,0,-0.89,23,0,49,0,0,0,0,0,0,0,0
291,111,0,3.8207,57.9996,0,420,38.6,12.55542820,56.04197435,0,-0.8,23,0,46,0,0,0,0,0,0,0,0
292,110,0,3.83695,57.9996,0,424,38.6,12.55517297,56.04200151,0,-0.63,23,0,47,0,0,0,0,0,0,0,0
293,109,0,3.85304,57.9996,0,443,38.8,12.55492093,56.04203570,0,0,23,0,48,0,0,0,0,0,0,0,0
294,108,0,3.86885,57.996,0,443,38.8,12.55467307,56.04206613,0,0,23,0,48,0,0,0,0,0,0,0,0
295,107,0,3.88427,57.9312,0,426,38.8,12.55443168,56.04209647,0,0,23,0,48,0,0,0,0,0,0,0,0
296,106,0,3.8999,57.9168,0,395,39,12.55418684,56.04212740,0,0,23,0,47,0,0,0,0,0,0,0,0
297,106,0,3.91523,57.6504,0,438,39,12.55394829,56.04216177,0,0.04,23,0,48,0,0,0,0,0,0,0,0
298,105,0,3.93043,57.2832,0,459,39.2,12.55371251,56.04219580,0,0.33,23,0,49,0,0,0,0,0,0,0,0
299,104,0,3.94555,56.88,0,459,39.4,12.55347672,56.04222639,0,0.43,23,0,49,0,0,0,0,0,0,0,0
300,104,0,3.96071,56.3616,0,449,39.6,12.55324161,56.04226118,0,0.5,23,0,50,0,0,0,0,0,0,0,0
301,103,0,3.97573,55.6164,0,440,39.8,12.55301044,56.04229915,0,0.55,23,0,49,0,0,0,0,0,0,0,0
302,103,0,3.99091,55.3212,0,442,39.8,12.55277734,56.04233745,0,0.61,23,0,49,0,0,0,0,0,0,0,0
303,102,0,4.00567,55.1628,0,433,40,12.55254885,56.04237534,0,0.7,23,0,49,0,0,0,0,0,0,0,0
304,102,0,4.02063,54.9504,0,426,40.2,12.55232195,56.04241784,0,0.78,23,0,47,0,0,0,0,0,0,0,0
305,100,0,4.03541,54.5868,0,429,40.4,12.55209958,56.04246335,0,0.84,23,0,48,0,0,0,0,0,0,0,0
306,100,0,4.0503,54.2556,0,439,40.6,12.55187570,56.04250995,0,0.88,23,0,51,0,0,0,0,0,0,0,0
307,100,0,4.06483,53.9676,0,461,40.8,12.55166246,56.04256343,0,0.91,23,0,49,0,0,0,0,0,0,0,0
308,100,0,4.07948,53.8884,0,482,41,12.55144931,56.04262026,0,0.94,23,0,49,0,0,0,0,0,0,0,0
309,99,0,4.09403,53.5824,0,463,41.2,12.55123867,56.04267717,0,0.99,23,0,50,0,0,0,0,0,0,0,0
310,99,0,4.10824,53.1396,0,444,41.4,12.55103474,56.04273107,0,1.03,23,0,48,0,0,0,0,0,0,0,0
311,98,0,4.12254,52.4628,0,446,41.6,12.55083098,56.04279234,0,1.09,23,0,49,0,0,0,0,0,0,0,0
312,98,0,4.13678,52.326,0,452,41.8,12.55062998,56.04285302,0,1.16,23,0,48,0,0,0,0,0,0,0,0
313,98,0,4.15116,52.2612,0,467,41.8,12.55042898,56.04291472,0,1.19,23,0,49,0,0,0,0,0,0,0,0
314,98,0,4.1653,52.0596,0,458,42,12.55023435,56.04298294,0,1.16,23,0,49,0,0,0,0,0,0,0,0
315,98,0,4.17968,51.8544,0,457,42.2,12.55003344,56.04304463,0,1.12,23,0,49,0,0,0,0,0,0,0,0
316,99,0,4.19397,51.5664,0,444,42.4,12.54983772,56.04311311,0,1.08,23,0,49,0,0,0,0,0,0,0,0
317,99,0,4.20732,51.5016,0,418,42.4,12.54965835,56.04317740,0,1.04,23,0,49,0,0,0,0,0,0,0,0
318,99,0,4.22244,51.3288,0,410,42.4,12.54945232,56.04324924,0,0.96,23,0,48,0,0,0,0,0,0,0,0
319,100,0,4.23725,51.336,0,420,42.6,12.54924588,56.04331545,0,0.88,23,0,49,0,0,0,0,0,0,0,0
320,100,0,4.25197,51.4224,0,441,42.6,12.54904144,56.04338150,0,0.77,23,0,48,0,0,0,0,0,0,0,0
321,101,0,4.26669,51.516,0,440,42.6,12.54883734,56.04344780,0,0.68,23,0,50,0,0,0,0,0,0,0,0
322,101,0,4.28133,51.6996,0,423,42.6,12.54863676,56.04351637,0,0.59,23,0,47,0,0,0,0,0,0,0,0
323,102,0,4.29596,51.8832,0,404,42.6,12.54843585,56.04358451,0,0.46,23,0,49,0,0,0,0,0,0,0,0
324,101,0,4.31051,52.0488,0,404,42.8,12.54823276,56.04364746,0,0.02,23,0,51,0,0,0,0,0,0,0,0
325,102,0,4.32501,52.2108,0,415,42.8,12.54802949,56.04370974,0,0.32,23,0,49,0,0,0,0,0,0,0,0
326,103,0,4.33905,52.3404,0,444,42.8,12.54782514,56.04376481,0,0.27,23,0,49,0,0,0,0,0,0,0,0
327,103,0,4.35361,52.5744,0,458,42.6,12.54761275,56.04381820,0,0,23,0,49,0,0,0,0,0,0,0,0
328,103,0,4.36807,52.7004,0,453,42.6,12.54740462,56.04387713,0,0,23,0,49,0,0,0,0,0,0,0,0
329,105,0,4.38389,52.704,0,407,42.2,12.54717689,56.04394024,0,0,23,0,49,0,0,0,0,0,0,0,0
330,105,0,4.39935,52.7688,0,393,42,12.54695007,56.04399724,0,-0.02,23,0,47,0,0,0,0,0,0,0,0
331,106,0,4.41471,52.7976,0,406,41.8,12.54672284,56.04405029,0,-0.33,23,0,49,0,0,0,0,0,0,0,0
332,106,0,4.42995,53.478,0,379,41.6,12.54649502,56.04409941,0,-0.59,23,0,49,0,0,0,0,0,0,0,0
333,100,0,4.44526,53.7048,0,399,41.4,12.54626535,56.04414820,0,-0.86,23,0,49,0,0,0,0,0,0,0,0
334,100,0,4.46138,54.0828,0,426,41.2,12.54602295,56.04419849,0,-1.08,23,0,50,0,0,0,0,0,0,0,0
335,101,0,4.47746,54.5436,0,442,41,12.54577870,56.04424517,0,-1.22,23,0,49,0,0,0,0,0,0,0,0
336,101,0,4.49354,54.9756,0,437,40.8,12.54553420,56.04429161,0,-1.28,23,0,49,0,0,0,0,0,0,0,0
337,102,0,4.50965,55.1664,0,432,40.4,12.54528668,56.04433360,0,-1.3,23,0,49,0,0,0,0,0,0,0,0
338,103,0,4.5258,56.3004,0,423,40.2,12.54503715,56.04437199,0,-1.29,23,0,49,0,0,0,0,0,0,0,0
339,104,0,4.54123,56.3148,0,439,39.8,12.54479743,56.04440803,0,-1.31,23,0,51,0,0,0,0,0,0,0,0
340,105,0,4.55737,56.7036,0,450,39.8,12.54454547,56.04443821,0,-1.35,23,0,50,0,0,0,0,0,0,0,0
341,106,0,4.57424,56.8224,0,431,39.4,12.54427943,56.04446914,0,-1.36,23,0,47,0,0,0,0,0,0,0,0
342,107,0,4.59123,57.294,0,398,39.2,12.54401155,56.04449621,0,-1.38,23,0,50,0,0,0,0,0,0,0,0
343,106,0,4.60814,57.762,0,381,39,12.54374458,56.04452270,0,-1.4,23,0,49,0,0,0,0,0,0,0,0
344,107,0,4.62419,58.1832,0,394,38.8,12.54348944,56.04454064,0,-1.4,22,0,50,0,0,0,0,0,0,0,0
345,108,0,4.64067,58.6044,0,410,38.6,12.54322482,56.04454810,0,-1.39,22,0,50,0,0,0,0,0,0,0,0
346,107,0,4.65791,58.8456,0,395,38.2,12.54294822,56.04455212,0,-1.36,22,0,47,0,0,0,0,0,0,0,0
347,102,0,4.67542,59.4108,0,395,38,12.54266776,56.04456193,0,-1.34,22,0,45,0,0,0,0,0,0,0,0
348,101,0,4.69286,59.9328,0,420,37.8,12.54238822,56.04457148,0,-1.31,22,0,50,0,0,0,0,0,0,0,0
349,101,0,4.7096,59.9904,0,428,37.6,12.54212017,56.04457877,0,-1.31,22,0,47,0,0,0,0,0,0,0,0
350,101,0,4.72766,60.444,0,400,37.4,12.54183082,56.04458313,0,-1.3,22,0,49,0,0,0,0,0,0,0,0
351,101,0,4.74403,60.8724,0,396,37.2,12.54156797,56.04459043,0,-1.23,22,0,47,0,0,0,0,0,0,0,0
352,101,0,4.76121,60.9444,0,412,37,12.54129304,56.04459789,0,-1.17,22,0,49,0,0,0,0,0,0,0,0
353,100,0,4.77894,61.1712,0,402,37,12.54100898,56.04460182,0,-1.11,22,0,46,0,0,0,0,0,0,0,0
354,100,0,4.79602,61.1712,0,400,36.8,12.54073422,56.04460593,0,-1.06,22,0,47,0,0,0,0,0,0,0,0
355,100,0,4.81282,61.2036,0,420,36.6,12.54046525,56.04461339,0,-0.97,22,0,49,0,0,0,0,0,0,0,0
356,99,0,4.82989,61.2684,0,407,36.4,12.54019191,56.04462144,0,-0.91,22,0,46,0,0,0,0,0,0,0,0
357,98,0,4.84756,61.2684,0,389,36.4,12.53991011,56.04464113,0,-0.89,22,0,50,0,0,0,0,0,0,0,0
358,98,0,4.8631,61.2684,0,399,36.4,12.53966318,56.04465907,0,-0.82,22,0,49,0,0,0,0,0,0,0,0
359,96,0,4.88113,61.1964,0,398,36.4,12.53937795,56.04468405,0,-0.73,22,0,47,0,0,0,0,0,0,0,0
360,98,0,4.8967,61.1604,0,387,36.4,12.53913143,56.04470953,0,-0.65,22,0,52,0,0,0,0,0,0,0,0
361,103,0,4.91336,60.9516,0,380,36.4,12.53886740,56.04473334,0,-0.52,22,0,50,0,0,0,0,0,0,0,0
362,102,0,4.92946,60.6636,0,388,36.4,12.53861360,56.04476066,0,-0.02,22,0,51,0,0,0,0,0,0,0,0
363,102,0,4.94545,59.9436,0,382,36.6,12.53836374,56.04479193,0,0,22,0,47,0,0,0,0,0,0,0,0
364,106,0,4.96106,59.2956,0,325,36.6,12.53812200,56.04482881,0,0,22,0,50,0,0,0,0,0,0,0,0
365,107,0,4.97702,58.3344,0,325,36.6,12.53787289,56.04486091,0,0,22,0,50,0,0,0,0,0,0,0,0
366,106,0,4.99219,57.9888,0,279,36.8,12.53763996,56.04490165,0,0,22,0,50,0,0,0,0,0,0,0,0
367,111,0,5.00803,57.762,0,210,36.8,12.53739663,56.04494456,0,0,22,0,51,0,0,0,0,0,0,0,0
368,91,0,5.02335,57.312,0,150,36.8,12.53716361,56.04498630,0,0,22,0,51,0,0,0,0,0,0,0,0
369,56,0,5.03847,56.5812,0,106,37,12.53693370,56.04502947,0,0,22,0,33,0,0,0,0,0,0,0,0
370,50,0,5.05297,55.9296,0,62,37.2,12.53671736,56.04508052,0,0,22,0,15,0,0,0,0,0,0,0,0
371,85,0,5.06771,53.1,0,17,37.4,12.53649817,56.04512670,0,0.43,22,0,15,0,0,0,0,0,0,0,0
372,68,0,5.08255,51.7896,0,20,37.4,12.53627639,56.04517473,0,0.53,22,0,19,0,0,0,0,0,0,0,0
373,58,0,5.09651,50.3964,0,10,37.6,12.53606919,56.04522418,0,0.59,22,0,22,0,0,0,0,0,0,0,0
374,50,0,5.10946,49.3128,0,0,37.6,12.53587959,56.04527145,0,0.65,22,0,26,0,0,0,0,0,0,0,0
375,40,0,5.12212,47.5632,0,2,37.6,12.53569402,56.04531646,0,0.69,22,0,30,0,0,0,0,0,0,0,0
376,29,0,5.13433,43.4772,0,5,37.6,12.53550810,56.04535200,0,0.69,22,0,34,0,0,0,0,0,0,0,0
377,19,0,5.14417,39.2724,0,8,37.8,12.53535346,56.04533759,0,0.63,22,0,37,0,0,0,0,0,0,0,0
378,82,0,5.15356,34.6248,0,208,37.8,12.53523318,56.04528654,0,0.56,22,0,45,0,0,0,0,0,0,0,0
379,88,0,5.16247,34.1316,0,577,37.8,12.53515238,56.04522242,0,0.46,22,0,49,0,0,0,0,0,0,0,0
380,93,0,5.17194,34.3512,0,857,37.8,12.53510317,56.04514195,0,0.41,22,0,50,0,0,0,0,0,0,0,0
381,97,0,5.18288,38.3436,0,786,38,12.53507359,56.04504615,0,0.36,22,0,50,0,0,0,0,0,0,0,0
382,98,0,5.19409,39.6684,0,633,38.2,12.53504341,56.04494414,0,0.38,22,0,50,0,0,0,0,0,0,0,0
383,101,0,5.20585,39.6684,0,535,38.2,12.53501466,56.04484205,0,0.47,22,0,50,0,0,0,0,0,0,0,0
384,100,0,5.21711,39.654,0,517,38,12.53498314,56.04474113,0,0.55,22,0,49,0,0,0,0,0,0,0,0
385,100,0,5.22832,39.33,0,516,38,12.53495582,56.04464047,0,0.55,22,0,49,0,0,0,0,0,0,0,0
386,100,0,5.24037,39.33,0,500,38.2,12.53491601,56.04453561,0,0.53,22,0,49,0,0,0,0,0,0,0,0
387,108,0,5.25152,39.33,0,476,38.2,12.53488483,56.04443905,0,0.51,22,0,47,0,0,0,0,0,0,0,0
388,110,0,5.26309,39.1788,0,498,38.4,12.53485842,56.04433478,0,0.53,22,0,49,0,0,0,0,0,0,0,0
389,109,0,5.27332,37.3284,0,506,38.8,12.53484250,56.04424165,0,0.62,22,0,48,0,0,0,0,0,0,0,0
390,109,0,5.28423,37.4436,0,498,38.8,12.53482489,56.04414526,0,0.74,22,0,47,0,0,0,0,0,0,0,0
391,102,0,5.29623,39.3444,0,407,39,12.53479983,56.04403839,0,0.84,22,0,48,0,0,0,0,0,0,0,0
392,101,0,5.30931,39.9096,0,410,38.8,12.53476781,56.04392281,0,0.91,22,0,48,0,0,0,0,0,0,0,0
393,104,0,5.32207,43.8696,0,419,38.8,12.53473345,56.04381074,0,0.92,22,0,49,0,0,0,0,0,0,0,0
394,106,0,5.33575,44.0244,0,429,38.6,12.53468953,56.04368895,0,0.24,22,0,48,0,0,0,0,0,0,0,0
395,108,0,5.35531,46.1448,0,440,38.6,12.53462817,56.04351628,0,0,22,0,49,0,0,0,0,0,0,0,0
396,109,0,5.36896,46.728,0,435,38.6,12.53456003,56.04339977,0,0,22,0,51,0,0,0,0,0,0,0,0
397,108,0,5.3828,47.5704,0,433,38.8,12.53448442,56.04328310,0,0,22,0,50,0,0,0,0,0,0,0,0
398,107,0,5.39696,47.592,0,443,38.6,12.53440270,56.04316634,0,0,22,0,51,0,0,0,0,0,0,0,0
399,110,0,5.41049,47.988,0,416,38.4,12.53432232,56.04305042,0,0,22,0,50,0,0,0,0,0,0,0,0
400,112,0,5.425,49.6548,0,403,38.2,12.53423908,56.04293039,0,0,22,0,50,0,0,0,0,0,0,0,0
401,112,0,5.43956,50.8284,0,443,38,12.53415501,56.04281003,0,-0.39,22,0,49,0,0,0,0,0,0,0,0
402,110,0,5.45343,50.7888,0,478,38.2,12.53407622,56.04269209,0,-0.55,22,0,49,0,0,0,0,0,0,0,0
403,107,0,5.46701,50.2704,0,477,38.4,12.53399383,56.04257977,0,-0.15,22,0,48,0,0,0,0,0,0,0,0
404,106,0,5.48086,49.3236,0,474,38.6,12.53392082,56.04246218,0,0,22,0,48,0,0,0,0,0,0,0,0
405,106,0,5.4946,48.5712,0,479,38.8,12.53384731,56.04234449,0,0,22,0,49,0,0,0,0,0,0,0,0
406,105,0,5.50844,48.5712,0,427,38.8,12.53376945,56.04223067,0,0.11,22,0,50,0,0,0,0,0,0,0,0
407,105,0,5.52148,48.5712,0,404,39,12.53369962,56.04211919,0,0.38,22,0,48,0,0,0,0,0,0,0,0
408,104,0,5.53489,48.5712,0,413,39.2,12.53362595,56.04200503,0,0.67,22,0,48,0,0,0,0,0,0,0,0
409,104,0,5.54798,48.5604,0,424,39.2,12.53354909,56.04189489,0,0.89,22,0,49,0,0,0,0,0,0,0,0
410,103,0,5.56091,48.2616,0,406,39.4,12.53347474,56.04178802,0,0.98,22,0,47,0,0,0,0,0,0,0,0
411,103,0,5.57396,45.9036,0,401,39.4,12.53339938,56.04167855,0,0.93,22,0,49,0,0,0,0,0,0,0,0
412,102,0,5.5871,46.6236,0,378,39.4,12.53332294,56.04156799,0,0.83,22,0,46,0,0,0,0,0,0,0,0
413,102,0,5.59894,44.4672,0,371,39.4,12.53326393,56.04146892,0,0.73,22,0,49,0,0,0,0,0,0,0,0
414,104,0,5.61042,40.8996,0,404,39.4,12.53323904,56.04136557,0,0.61,22,0,49,0,0,0,0,0,0,0,0
415,105,0,5.62277,41.1156,0,420,39.4,12.53325530,56.04125459,0,0.17,22,0,47,0,0,0,0,0,0,0,0
416,105,0,5.6357,45.414,0,429,39.4,12.53333082,56.04114655,0,0,22,0,48,0,0,0,0,0,0,0,0
417,105,0,5.64866,46.5696,0,456,39.4,12.53344582,56.04105100,0,0,22,0,48,0,0,0,0,0,0,0,0
418,105,0,5.6626,46.5696,0,465,39.6,12.53359896,56.04095989,0,0,22,0,50,0,0,0,0,0,0,0,0
419,103,0,5.67618,46.5804,0,469,39.6,12.53376282,56.04087867,0,0,22,0,50,0,0,0,0,0,0,0,0
420,102,0,5.69001,46.782,0,483,39.8,12.53393340,56.04080013,0,0,22,0,49,0,0,0,0,0,0,0,0
421,101,0,5.7032,46.5696,0,459,40,12.53409533,56.04072377,0,0,22,0,48,0,0,0,0,0,0,0,0
422,100,0,5.7169,46.5624,0,445,40.2,12.53426373,56.04064255,0,0.41,22,0,50,0,0,0,0,0,0,0,0
423,98,0,5.73003,46.4292,0,424,40.4,12.53442441,56.04056862,0,0.72,22,0,49,0,0,0,0,0,0,0,0
424,99,0,5.74281,46.4292,0,397,40.6,12.53458090,56.04049218,0,0.91,22,0,46,0,0,0,0,0,0,0,0
425,99,0,5.75617,46.4112,0,424,40.8,12.53474971,56.04042043,0,1.07,22,0,48,0,0,0,0,0,0,0,0
426,98,0,5.76936,46.1016,0,478,41,12.53491240,56.04034331,0,1.21,22,0,50,0,0,0,0,0,0,0,0
427,96,0,5.78187,46.08,0,461,41.4,12.53506873,56.04027366,0,1.37,22,0,49,0,0,0,0,0,0,0,0
428,96,0,5.79439,45.7884,0,447,41.8,12.53522203,56.04019881,0,1.54,22,0,48,0,0,0,0,0,0,0,0
429,96,0,5.80657,45.216,0,440,42,12.53537584,56.04013460,0,1.67,22,0,50,0,0,0,0,0,0,0,0
430,96,0,5.81911,44.964,0,442,42.2,12.53553166,56.04006084,0,1.75,22,0,52,0,0,0,0,0,0,0,0
431,95,0,5.8312,44.874,0,441,42.2,12.53567918,56.03998977,0,1.76,22,0,51,0,0,0,0,0,0,0,0
432,96,0,5.84367,44.3988,0,427,42.2,12.53583542,56.03992095,0,1.69,22,0,50,0,0,0,0,0,0,0,0
433,98,0,5.85644,44.3988,0,423,42.4,12.53599853,56.03985306,0,1.54,22,0,50,0,0,0,0,0,0,0,0
434,99,0,5.86977,44.3988,0,452,42.4,12.53618100,56.03979095,0,1.3,22,0,50,0,0,0,0,0,0,0,0
435,100,0,5.88397,44.3988,0,455,42.4,12.53637261,56.03972205,0,1,22,0,53,0,0,0,0,0,0,0,0
