secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
436,100,0,5.8963,44.4204,0,434,42.4,12.53655006,56.03967067,0,0.28,22,0,50,0,0,0,0,0,0,0,0
437,99,0,5.90922,44.8704,0,432,42.4,12.53673513,56.03962063,0,0,22,0,48,0,0,0,0,0,0,0,0
438,99,0,5.92232,44.8704,0,453,42.6,12.53691693,56.03956137,0,0,22,0,50,0,0,0,0,0,0,0,0
439,98,0,5.93451,44.8704,0,466,42.8,12.53708960,56.03950923,0,0.2,22,0,48,0,0,0,0,0,0,0,0
440,97,0,5.94569,44.8704,0,489,43,12.53725255,56.03946531,0,0.38,22,0,51,0,0,0,0,0,0,0,0
441,97,0,5.9556,44.8704,0,478,43.2,12.53739428,56.03942659,0,0.55,22,0,49,0,0,0,0,0,0,0,0
442,98,0,5.97109,44.8992,0,423,43.2,12.53761473,56.03936364,0,0.71,22,0,48,0,0,0,0,0,0,0,0
443,99,0,5.98354,45.234,0,423,43.2,12.53779477,56.03931477,0,0.84,22,0,50,0,0,0,0,0,0,0,0
444,98,0,5.99625,45.3096,0,435,43.4,12.53797431,56.03926138,0,0.93,22,0,48,0,0,0,0,0,0,0,0
445,100,0,6.00927,45.4788,0,435,43.4,12.53816047,56.03920740,0,0.93,22,0,49,0,0,0,0,0,0,0,0
446,100,0,6.02207,45.5688,0,434,43.6,12.53834362,56.03915434,0,0.89,22,0,49,0,0,0,0,0,0,0,0
447,100,0,6.03524,45.5688,0,440,43.6,12.53853280,56.03910405,0,0.82,22,0,49,0,0,0,0,0,0,0,0
448,100,0,6.04718,45.5688,0,457,43.8,12.53870312,56.03905485,0,0.74,22,0,48,0,0,0,0,0,0,0,0
449,100,0,6.05968,45.2304,0,448,43.8,12.53888283,56.03900078,0,0.69,22,0,48,0,0,0,0,0,0,0,0
450,100,0,6.07283,45.3852,0,438,44,12.53907125,56.03894815,0,0.67,22,0,48,0,0,0,0,0,0,0,0
451,101,0,6.08552,45.5724,0,439,44.2,12.53925062,56.03889475,0,0.74,22,0,50,0,0,0,0,0,0,0,0
452,99,0,6.09836,45.6516,0,439,44.4,12.53943352,56.03884119,0,0.84,22,0,50,0,0,0,0,0,0,0,0
453,98,0,6.11108,45.9,0,446,44.8,12.53961356,56.03878805,0,0.97,22,0,50,0,0,0,0,0,0,0,0
454,96,0,6.1237,45.9,0,470,45,12.53978992,56.03873474,0,1.1,22,0,50,0,0,0,0,0,0,0,0
455,96,0,6.13596,45.8784,0,451,45.2,12.53996141,56.03868085,0,1.23,22,0,50,0,0,0,0,0,0,0,0
456,96,0,6.14713,45.63,0,463,45.4,12.54011874,56.03863131,0,1.39,22,0,51,0,0,0,0,0,0,0,0
457,95,0,6.15913,45.3672,0,472,45.6,12.54028529,56.03857725,0,1.53,22,0,51,0,0,0,0,0,0,0,0
458,96,0,6.17123,45.0684,0,423,45.8,12.54044387,56.03851296,0,1.59,22,0,51,0,0,0,0,0,0,0,0
459,99,0,6.18456,45.0756,0,372,45.6,12.54058879,56.03842662,0,1.52,22,0,51,0,0,0,0,0,0,0,0
460,102,0,6.1966,45.1296,0,413,45.6,12.54069047,56.03833384,0,1.29,22,0,51,0,0,0,0,0,0,0,0
461,104,0,6.2103,46.2852,0,447,45.2,12.54076934,56.03822160,0,0.45,22,0,48,0,0,0,0,0,0,0,0
462,106,0,6.22477,45.486,0,459,45,12.54082290,56.03809328,0,0.2,22,0,50,0,0,0,0,0,0,0,0
463,108,0,6.23874,50.4504,0,419,45,12.54086447,56.03797107,0,0.04,22,0,47,0,0,0,0,0,0,0,0
464,106,0,6.25228,48.7692,0,416,45,12.54089985,56.03785070,0,-0.34,22,0,50,0,0,0,0,0,0,0,0
465,105,0,6.26635,48.6504,0,441,45.2,12.54093069,56.03772523,0,-0.55,22,0,49,0,0,0,0,0,0,0,0
466,105,0,6.27904,47.3652,0,448,45.2,12.54096254,56.03761283,0,-0.24,22,0,49,0,0,0,0,0,0,0,0
467,106,0,6.29137,48.258,0,448,45.4,12.54099775,56.03750512,0,0,22,0,49,0,0,0,0,0,0,0,0
468,103,0,6.30398,47.4012,0,417,45.6,12.54102423,56.03739087,0,0,22,0,47,0,0,0,0,0,0,0,0
469,101,0,6.31714,48.312,0,409,45.6,12.54103664,56.03727445,0,0,22,0,52,0,0,0,0,0,0,0,0
470,102,0,6.33107,48.5136,0,421,45.4,12.54103605,56.03714838,0,0.22,22,0,46,0,0,0,0,0,0,0,0
471,102,0,6.34604,48.906,0,424,45.2,12.54102356,56.03701251,0,0.15,22,0,48,0,0,0,0,0,0,0,0
472,99,0,6.36071,50.7924,0,421,44.8,12.54100009,56.03688276,0,0.05,22,0,48,0,0,0,0,0,0,0,0
473,100,0,6.37618,52.2684,0,395,44.4,12.54096858,56.03674446,0,-0.16,22,0,51,0,0,0,0,0,0,0,0
474,104,0,6.39048,52.2324,0,394,44.2,12.54094352,56.03661898,0,-0.58,22,0,47,0,0,0,0,0,0,0,0
475,104,0,6.40522,51.4008,0,402,44,12.54090840,56.03648621,0,-0.97,22,0,50,0,0,0,0,0,0,0,0
476,103,0,6.41931,50.6988,0,402,43.8,12.54087411,56.03636082,0,-1.29,22,0,46,0,0,0,0,0,0,0,0
477,103,0,6.43217,50.6988,0,399,43.8,12.54084360,56.03624666,0,-1.48,22,0,50,0,0,0,0,0,0,0,0
478,101,0,6.44654,50.6988,0,431,43.8,12.54080589,56.03611850,0,-1.47,22,0,48,0,0,0,0,0,0,0,0
479,99,0,6.45744,50.6772,0,444,44,12.54076590,56.03602295,0,-1.27,22,0,46,0,0,0,0,0,0,0,0
480,97,0,6.47304,50.274,0,455,44,12.54069516,56.03589185,0,-0.47,22,0,50,0,0,0,0,0,0,0,0
481,96,0,6.4862,49.806,0,437,44,12.54062769,56.03577677,0,0,22,0,49,0,0,0,0,0,0,0,0
482,94,0,6.49958,47.1564,0,417,44.2,12.54054856,56.03566630,0,0,22,0,49,0,0,0,0,0,0,0,0
483,95,0,6.51278,46.188,0,420,44.6,12.54046835,56.03555591,0,0.16,22,0,51,0,0,0,0,0,0,0,0
484,100,0,6.52602,45.9288,0,410,44.8,12.54038226,56.03544703,0,0.45,22,0,49,0,0,0,0,0,0,0,0
485,100,0,6.53875,45.99,0,412,45,12.54029417,56.03534577,0,0.72,22,0,49,0,0,0,0,0,0,0,0
486,100,0,6.55174,47.1528,0,426,44.8,12.54020373,56.03523882,0,0.91,22,0,48,0,0,0,0,0,0,0,0
487,100,0,6.56421,46.2276,0,423,45,12.54012351,56.03513664,0,0.97,22,0,49,0,0,0,0,0,0,0,0
488,101,0,6.57677,46.1988,0,428,45,12.54004565,56.03503288,0,0.98,22,0,50,0,0,0,0,0,0,0,0
489,101,0,6.58996,46.1988,0,429,45,12.53996309,56.03492383,0,0.94,22,0,49,0,0,0,0,0,0,0,0
490,101,0,6.60253,46.17,0,429,45.2,12.53988647,56.03481922,0,0.84,22,0,49,0,0,0,0,0,0,0,0
491,100,0,6.61546,46.1592,0,433,45.4,12.53980685,56.03471336,0,0.74,22,0,50,0,0,0,0,0,0,0,0
492,100,0,6.62586,45.9288,0,421,45.6,12.53973711,56.03462635,0,0.67,22,0,50,0,0,0,0,0,0,0,0
493,100,0,6.64114,45.9288,0,424,45.8,12.53962949,56.03450398,0,0.68,22,0,49,0,0,0,0,0,0,0,0
494,100,0,6.65379,45.9288,0,405,46,12.53952304,56.03440817,0,0.77,22,0,49,0,0,0,0,0,0,0,0
495,100,0,6.66723,45.9252,0,389,46,12.53940393,56.03430566,0,0.9,22,0,49,0,0,0,0,0,0,0,0
496,100,0,6.67995,45.8712,0,398,46,12.53928851,56.03421447,0,0.99,22,0,47,0,0,0,0,0,0,0,0
497,102,0,6.69238,45.8712,0,431,46,12.53916957,56.03412503,0,0.97,22,0,48,0,0,0,0,0,0,0,0
498,100,0,6.70483,45.8568,0,473,46,12.53904342,56.03403736,0,0.86,22,0,49,0,0,0,0,0,0,0,0
499,99,0,6.71694,45.6588,0,452,45.8,12.53892926,56.03394968,0,0.34,22,0,50,0,0,0,0,0,0,0,0
500,100,0,6.72941,45.4716,0,422,45.8,12.53882432,56.03385270,0,0,22,0,45,0,0,0,0,0,0,0,0
501,103,0,6.74183,45.5184,0,420,45.6,12.53874410,56.03375304,0,-0.05,22,0,47,0,0,0,0,0,0,0,0
502,104,0,6.75577,46.6416,0,427,45.4,12.53870086,56.03362849,0,-0.27,22,0,48,0,0,0,0,0,0,0,0
503,103,0,6.77002,50.5296,0,411,45.2,12.53871251,56.03349949,0,-0.56,22,0,47,0,0,0,0,0,0,0,0
504,102,0,6.78395,50.3532,0,412,45.2,12.53875492,56.03337812,0,-0.75,22,0,48,0,0,0,0,0,0,0,0
505,101,0,6.79736,48.0312,0,423,45.2,12.53882650,56.03326656,0,-0.84,22,0,49,0,0,0,0,0,0,0,0
506,101,0,6.81173,47.9916,0,428,45.2,12.53890286,56.03314460,0,-0.81,22,0,50,0,0,0,0,0,0,0,0
507,99,0,6.82516,47.4768,0,440,45.2,12.53896019,56.03302499,0,-0.34,22,0,49,0,0,0,0,0,0,0,0
508,98,0,6.83875,47.016,0,447,45.4,12.53898844,56.03290588,0,0,22,0,49,0,0,0,0,0,0,0,0
509,96,0,6.85039,45.9504,0,447,45.4,12.53899078,56.03280321,0,0,22,0,50,0,0,0,0,0,0,0,0
510,99,0,6.86242,40.5684,0,446,45.6,12.53895768,56.03269525,0,0,22,0,52,0,0,0,0,0,0,0,0
511,102,0,6.87624,41.0076,0,430,46,12.53890169,56.03257673,0,0.26,22,0,51,0,0,0,0,0,0,0,0
512,104,0,6.88996,46.7244,0,366,46.4,12.53882700,56.03245938,0,0.65,22,0,51,0,0,0,0,0,0,0,0
513,103,0,6.90355,47.07,0,387,46.2,12.53875659,56.03234421,0,0.92,22,0,50,0,0,0,0,0,0,0,0
514,104,0,6.91705,47.07,0,429,46.2,12.53870513,56.03222469,0,1.05,22,0,49,0,0,0,0,0,0,0,0
515,106,0,6.93109,47.07,0,437,46.2,12.53867076,56.03210281,0,1.06,22,0,52,0,0,0,0,0,0,0,0
516,106,0,6.94501,47.07,0,385,46.2,12.53865484,56.03197759,0,0.94,22,0,49,0,0,0,0,0,0,0,0
517,105,0,6.958,47.0916,0,408,46.2,12.53864905,56.03185915,0,0.44,22,0,49,0,0,0,0,0,0,0,0
518,105,0,6.97093,47.5308,0,432,46.6,12.53865987,56.03174365,0,0.25,22,0,50,0,0,0,0,0,0,0,0
519,103,0,6.98403,47.538,0,444,46.6,12.53869365,56.03162614,0,0.48,22,0,50,0,0,0,0,0,0,0,0
520,102,0,6.99816,47.7,0,454,46.8,12.53874201,56.03150326,0,0.46,22,0,49,0,0,0,0,0,0,0,0
521,101,0,7.01248,47.7,0,436,47.2,12.53878057,56.03137577,0,0.56,22,0,47,0,0,0,0,0,0,0,0
522,101,0,7.02562,47.7,0,443,47.2,12.53881435,56.03126144,0,0.76,22,0,50,0,0,0,0,0,0,0,0
523,101,0,7.03795,47.7,0,428,47.2,12.53885173,56.03115348,0,0.95,22,0,49,0,0,0,0,0,0,0,0
524,103,0,7.05139,47.6676,0,400,47.4,12.53889817,56.03103270,0,1.03,22,0,49,0,0,0,0,0,0,0,0
525,105,0,7.06493,47.1996,0,403,47.2,12.53895097,56.03091678,0,1.01,22,0,47,0,0,0,0,0,0,0,0
526,105,0,7.07909,47.1996,0,405,47.2,12.53899129,56.03079088,0,0.69,22,0,38,0,0,0,0,0,0,0,0
527,102,0,7.09235,47.1996,0,409,47,12.53903219,56.03067554,0,0,22,0,50,0,0,0,0,0,0,0,0
528,103,0,7.10597,47.1996,0,402,47,12.53907486,56.03055367,0,0,22,0,49,0,0,0,0,0,0,0,0
529,103,0,7.11987,47.34,0,392,46.8,12.53911425,56.03043037,0,0,22,0,50,0,0,0,0,0,0,0,0
530,103,0,7.13405,49.698,0,415,46.6,12.53915197,56.03030557,0,-0.07,22,0,49,0,0,0,0,0,0,0,0
531,104,0,7.1483,50.2704,0,414,46.6,12.53918751,56.03017984,0,-0.46,22,0,50,0,0,0,0,0,0,0,0
532,104,0,7.16271,50.1732,0,407,46.6,12.53920813,56.03005009,0,-0.61,22,0,52,0,0,0,0,0,0,0,0
533,106,0,7.17596,49.0392,0,416,46.4,12.53920343,56.02993039,0,-0.69,22,0,50,0,0,0,0,0,0,0,0
534,106,0,7.18854,49.3164,0,442,46.2,12.53916513,56.02981983,0,-0.73,22,0,51,0,0,0,0,0,0,0,0
535,105,0,7.20531,49.5432,0,419,46.2,12.53908449,56.02967659,0,-0.73,22,0,50,0,0,0,0,0,0,0,0
536,105,0,7.21945,49.716,0,412,46.4,12.53899221,56.02956218,0,-0.58,22,0,47,0,0,0,0,0,0,0,0
537,105,0,7.23457,50.3136,0,422,46.2,12.53889221,56.02943645,0,0,22,0,49,0,0,0,0,0,0,0,0
538,105,0,7.24939,50.8392,0,413,46.2,12.53878752,56.02931860,0,-0.05,22,0,48,0,0,0,0,0,0,0,0
539,106,0,7.2639,50.9832,0,456,46,12.53868258,56.02920226,0,-0.36,22,0,47,0,0,0,0,0,0,0,0
540,106,0,7.27874,51.1812,0,416,46,12.53857613,56.02908139,0,-0.32,22,0,48,0,0,0,0,0,0,0,0
541,105,0,7.29258,50.9688,0,395,46.2,12.53847681,56.02897092,0,-0.25,22,0,49,0,0,0,0,0,0,0,0
542,103,0,7.30673,50.9688,0,401,46.2,12.53837639,56.02885784,0,0,22,0,46,0,0,0,0,0,0,0,0
543,100,0,7.32058,50.9688,0,402,46.4,12.53827631,56.02874569,0,0,22,0,47,0,0,0,0,0,0,0,0
544,99,0,7.33459,50.814,0,374,46.6,12.53817581,56.02863405,0,0,22,0,50,0,0,0,0,0,0,0,0
545,99,0,7.34802,48.1752,0,352,47.2,12.53808520,56.02852248,0,0.06,22,0,52,0,0,0,0,0,0,0,0
546,97,0,7.36028,44.9496,0,290,47.6,12.53800164,56.02842316,0,0.5,22,0,54,0,0,0,0,0,0,0,0
547,73,0,7.37024,44.5104,0,223,47.8,12.53793492,56.02834185,0,0.92,22,0,56,0,0,0,0,0,0,0,0
548,44,0,7.38471,43.2108,0,167,48,12.53782109,56.02822929,0,1.3,22,0,36,0,0,0,0,0,0,0,0
549,53,0,7.39422,42.7392,0,139,48.2,12.53771674,56.02816785,0,1.59,22,0,37,0,0,0,0,0,0,0,0
550,86,0,7.40697,40.1004,0,154,48.2,12.53754843,56.02810590,0,1.76,22,0,51,0,0,0,0,0,0,0,0
551,99,0,7.41879,40.3452,0,462,48,12.53736025,56.02809132,0,1.78,22,0,51,0,0,0,0,0,0,0,0
552,104,0,7.43196,45.3996,0,485,48,12.53714962,56.02808738,0,1.45,22,0,50,0,0,0,0,0,0,0,0
553,102,0,7.44515,45.1008,0,444,47.6,12.53693772,56.02808419,0,0,22,0,50,0,0,0,0,0,0,0,0
554,107,0,7.45915,47.8296,0,467,47.2,12.53671367,56.02809149,0,0,22,0,50,0,0,0,0,0,0,0,0
555,107,0,7.47366,49.8888,0,463,46.8,12.53648066,56.02809132,0,-0.07,22,0,48,0,0,0,0,0,0,0,0
556,104,0,7.48876,52.488,0,441,46.2,12.53623859,56.02808746,0,-0.76,22,0,50,0,0,0,0,0,0,0,0
557,105,0,7.50165,53.73,0,433,45.8,12.53603239,56.02808361,0,-1.42,22,0,48,0,0,0,0,0,0,0,0
558,105,0,7.52052,54.9072,0,455,45.6,12.53572989,56.02808000,0,-1.95,22,0,48,0,0,0,0,0,0,0,0
559,105,0,7.53696,55.0008,0,463,45.6,12.53546552,56.02808092,0,-2.26,22,0,49,0,0,0,0,0,0,0,0
560,106,0,7.55206,54.954,0,454,45.6,12.53522463,56.02809199,0,-2.27,22,0,48,0,0,0,0,0,0,0,0
561,105,0,7.56787,53.7048,0,428,45.6,12.53497267,56.02810741,0,-2.05,22,0,52,0,0,0,0,0,0,0,0
562,105,0,7.58053,54.4248,0,373,45.4,12.53477134,56.02812309,0,-1.72,22,0,50,0,0,0,0,0,0,0,0
563,107,0,7.5987,54.9036,0,377,45.2,12.53448224,56.02814555,0,-1.36,22,0,51,0,0,0,0,0,0,0,0
564,108,0,7.61465,55.0044,0,419,45.2,12.53422827,56.02816139,0,-1.06,22,0,50,0,0,0,0,0,0,0,0
565,107,0,7.63052,55.0728,0,448,45,12.53397782,56.02818813,0,-0.79,22,0,50,0,0,0,0,0,0,0,0
566,105,0,7.64638,55.1016,0,437,45,12.53372863,56.02821504,0,-0.63,22,0,50,0,0,0,0,0,0,0,0
567,104,0,7.65901,55.098,0,421,45.2,12.53353366,56.02824664,0,-0.5,22,0,50,0,0,0,0,0,0,0,0
568,101,0,7.67725,55.0692,0,399,45.4,12.53325907,56.02830380,0,0,22,0,51,0,0,0,0,0,0,0,0
569,102,0,7.69214,55.0692,0,397,45.4,12.53304693,56.02836608,0,0,22,0,48,0,0,0,0,0,0,0,0
570,103,0,7.70721,55.0404,0,466,45.6,12.53285112,56.02844554,0,0,22,0,51,0,0,0,0,0,0,0,0
571,102,0,7.71948,54.3924,0,492,45.8,12.53270117,56.02851687,0,0.04,22,0,50,0,0,0,0,0,0,0,0
572,103,0,7.73719,54.198,0,446,45.8,12.53251593,56.02863790,0,0.38,22,0,48,0,0,0,0,0,0,0,0
573,103,0,7.7497,54.1692,0,468,46,12.53241074,56.02873321,0,0.59,21,0,50,0,0,0,0,0,0,0,0
574,101,0,7.76431,54.1692,0,479,46.2,12.53228752,56.02884426,0,0.73,21,0,48,0,0,0,0,0,0,0,0
575,98,0,7.77957,54.1476,0,488,46.4,12.53215869,56.02895901,0,0.81,21,0,48,0,0,0,0,0,0,0,0
576,98,0,7.7946,53.6004,0,504,47,12.53203129,56.02907644,0,0.89,21,0,49,0,0,0,0,0,0,0,0
577,96,0,7.8091,52.0092,0,493,47.6,12.53190380,56.02918390,0,1.06,21,0,48,0,0,0,0,0,0,0,0
578,94,0,7.823,50.274,0,456,47.8,12.53178344,56.02928716,0,1.3,21,0,48,0,0,0,0,0,0,0,0
579,95,0,7.83694,49.8204,0,447,48.4,12.53166073,56.02939336,0,1.6,21,0,48,0,0,0,0,0,0,0,0
580,93,0,7.85033,49.5936,0,478,48.8,12.53153944,56.02949210,0,1.89,21,0,49,0,0,0,0,0,0,0,0
581,95,0,7.86411,48.8016,0,455,48.8,12.53141723,56.02959621,0,2.15,21,0,51,0,0,0,0,0,0,0,0
582,98,0,7.88076,48.924,0,418,48.8,12.53127524,56.02972093,0,2.3,21,0,50,0,0,0,0,0,0,0,0
583,102,0,7.89272,51.5016,0,400,48.6,12.53117994,56.02981740,0,2.26,21,0,49,0,0,0,0,0,0,0,0
584,100,0,7.9076,51.5772,0,402,48.6,12.53106930,56.02993567,0,1.97,21,0,45,0,0,0,0,0,0,0,0
585,98,0,7.92296,53.2872,0,404,48.6,12.53097123,56.03006148,0,1.39,21,0,49,0,0,0,0,0,0,0,0
586,98,0,7.93842,54.6012,0,405,48.4,12.53087534,56.03018881,0,0,21,0,49,0,0,0,0,0,0,0,0
587,98,0,7.95699,55.2816,0,408,48.4,12.53077099,56.03034488,0,0,21,0,48,0,0,0,0,0,0,0,0
588,98,0,7.97262,55.5336,0,416,48.4,12.53068675,56.03047865,0,-0.03,21,0,49,0,0,0,0,0,0,0,0
589,101,0,7.98825,55.6416,0,390,48.2,12.53058734,56.03060556,0,-0.3,21,0,49,0,0,0,0,0,0,0,0
590,101,0,8.00065,56.1564,0,382,47.8,12.53051215,56.03071058,0,-0.5,21,0,46,0,0,0,0,0,0,0,0
591,102,0,8.01733,55.3968,0,401,47.6,12.53041149,56.03084796,0,-0.62,21,0,50,0,0,0,0,0,0,0,0
592,101,0,8.0334,58.0284,0,422,47.6,12.53030319,56.03097905,0,-0.7,21,0,46,0,0,0,0,0,0,0,0
593,99,0,8.0527,57.9456,0,414,47.4,12.53015274,56.03113135,0,-0.77,21,0,47,0,0,0,0,0,0,0,0
594,97,0,8.06503,57.2688,0,440,47.2,12.53003858,56.03122028,0,-0.85,21,0,49,0,0,0,0,0,0,0,0
595,97,0,8.08178,57.2688,0,424,47,12.52986599,56.03133537,0,-0.9,21,0,50,0,0,0,0,0,0,0,0
596,98,0,8.0985,57.3264,0,381,46.6,12.52969316,56.03145020,0,-0.97,21,0,49,0,0,0,0,0,0,0,0
597,97,0,8.11495,58.0104,0,366,46.6,12.52951722,56.03156268,0,-1.04,21,0,49,0,0,0,0,0,0,0,0
598,97,0,8.13207,58.6152,0,364,46.4,12.52933232,56.03167433,0,-1.06,21,0,47,0,0,0,0,0,0,0,0
599,97,0,8.14909,59.1696,0,372,46.4,12.52914842,56.03178581,0,-1.06,21,0,45,0,0,0,0,0,0,0,0
600,96,0,8.16542,59.1768,0,400,46.4,12.52897198,56.03189603,0,-1.01,21,0,49,0,0,0,0,0,0,0,0
601,98,0,8.18507,59.2812,0,425,46,12.52875715,56.03202478,0,-0.94,21,0,49,0,0,0,0,0,0,0,0
602,100,0,8.20206,59.4108,0,415,45.8,12.52857216,56.03213626,0,-0.89,21,0,50,0,0,0,0,0,0,0,0
603,94,0,8.21893,59.544,0,379,45.6,12.52839111,56.03224967,0,-0.86,21,0,50,0,0,0,0,0,0,0,0
604,93,0,8.23281,59.7096,0,354,45.2,12.52824560,56.03234237,0,-0.86,21,0,49,0,0,0,0,0,0,0,0
605,95,0,8.25007,60.03,0,359,44.6,12.52805743,56.03245720,0,-0.93,21,0,49,0,0,0,0,0,0,0,0
606,97,0,8.26768,62.7048,0,410,44,12.52786364,56.03257195,0,-1.14,21,0,49,0,0,0,0,0,0,0,0
607,98,0,8.28874,64.2096,0,457,43.4,12.52763213,56.03271059,0,-1.46,21,0,48,0,0,0,0,0,0,0,0
608,99,0,8.30682,65.4012,0,447,42.8,12.52742518,56.03282399,0,-1.83,21,0,44,0,0,0,0,0,0,0,0
609,100,0,8.32189,65.484,0,439,42.4,12.52725319,56.03291879,0,-2.16,21,0,51,0,0,0,0,0,0,0,0
610,99,0,8.3441,66.2292,0,380,42,12.52699695,56.03305852,0,-2.39,21,0,47,0,0,0,0,0,0,0,0
611,98,0,8.36245,66.1896,0,375,41.8,12.52678179,56.03317234,0,-2.47,21,0,46,0,0,0,0,0,0,0,0
612,98,0,8.37896,65.6604,0,393,41.6,12.52658473,56.03327134,0,-2.44,21,0,48,0,0,0,0,0,0,0,0
613,98,0,8.39558,65.1708,0,396,41.4,12.52638641,56.03337083,0,-2.29,21,0,46,0,0,0,0,0,0,0,0
614,97,0,8.41399,65.1708,0,389,41.2,12.52616790,56.03347912,0,-2.05,21,0,48,0,0,0,0,0,0,0,0
615,97,0,8.43539,65.1708,0,405,41.2,12.52591485,56.03361055,0,-1.79,21,0,47,0,0,0,0,0,0,0,0
616,95,0,8.45304,65.1708,0,409,41,12.52570480,56.03371558,0,-1.49,21,0,48,0,0,0,0,0,0,0,0
617,96,0,8.47084,65.1672,0,409,40.8,12.52549265,56.03382278,0,-1.22,21,0,49,0,0,0,0,0,0,0,0
618,94,0,8.48538,65.0268,0,401,40.8,12.52532133,56.03391222,0,-1.04,21,0,48,0,0,0,0,0,0,0,0
619,92,0,8.50653,63.6228,0,388,41,12.52507029,56.03404121,0,-0.86,21,0,48,0,0,0,0,0,0,0,0
620,91,0,8.52071,61.9308,0,366,41,12.52490156,56.03412377,0,-0.63,21,0,49,0,0,0,0,0,0,0,0
621,91,0,8.53781,61.884,0,378,41,12.52469922,56.03422913,0,0,21,0,48,0,0,0,0,0,0,0,0
622,92,0,8.55453,61.344,0,417,41,12.52450250,56.03433089,0,0,21,0,49,0,0,0,0,0,0,0,0
623,92,0,8.57144,62.01,0,421,41.2,12.52429907,56.03443089,0,0,21,0,50,0,0,0,0,0,0,0,0
624,97,0,8.58838,62.1612,0,420,41.2,12.52409715,56.03453239,0,0,21,0,50,0,0,0,0,0,0,0,0
625,98,0,8.6054,61.9956,0,417,41.2,12.52389313,56.03463650,0,0,21,0,50,0,0,0,0,0,0,0,0
626,98,0,8.62212,61.8732,0,398,41.2,12.52369348,56.03473456,0,0,21,0,49,0,0,0,0,0,0,0,0
627,98,0,8.63842,61.2972,0,396,41.2,12.52350002,56.03483557,0,0,21,0,49,0,0,0,0,0,0,0,0
628,97,0,8.65492,61.1748,0,405,41.2,12.52330330,56.03493355,0,0,21,0,49,0,0,0,0,0,0,0,0
629,96,0,8.67159,59.7276,0,409,41.2,12.52310557,56.03503371,0,0,21,0,49,0,0,0,0,0,0,0,0
630,96,0,8.69107,59.6844,0,428,41.2,12.52287272,56.03515031,0,0,21,0,50,0,0,0,0,0,0,0,0
631,97,0,8.70701,59.4288,0,421,41.4,12.52268421,56.03524779,0,0,21,0,50,0,0,0,0,0,0,0,0
632,96,0,8.72014,59.3712,0,416,41.6,12.52252814,56.03532524,0,0,21,0,48,0,0,0,0,0,0,0,0
633,95,0,8.7362,59.3676,0,418,41.6,12.52233427,56.03542087,0,0,21,0,47,0,0,0,0,0,0,0,0
634,95,0,8.75297,59.3172,0,416,41.8,12.52213243,56.03552255,0,0.28,21,0,48,0,0,0,0,0,0,0,0
635,94,0,8.76892,59.166,0,419,42.2,12.52194124,56.03561626,0,0.52,21,0,49,0,0,0,0,0,0,0,0
636,94,0,8.78472,59.0616,0,361,42.4,12.52175189,56.03570921,0,0.68,21,0,52,0,0,0,0,0,0,0,0
637,93,0,8.80032,58.59,0,299,42.4,12.52156380,56.03580334,0,0.82,21,0,47,0,0,0,0,0,0,0,0
638,95,0,8.81631,58.3956,0,286,42.6,12.52136917,56.03589537,0,0.9,21,0,51,0,0,0,0,0,0,0,0
639,99,0,8.83209,57.9312,0,250,42.8,12.52117597,56.03598699,0,0.94,21,0,50,0,0,0,0,0,0,0,0
640,94,0,8.84794,57.3984,0,186,42.8,12.52098336,56.03608154,0,0.94,21,0,51,0,0,0,0,0,0,0,0
641,72,0,8.86294,57.2724,0,104,43.2,12.52080390,56.03617105,0,0.95,21,0,51,0,0,0,0,0,0,0,0
642,49,0,8.87814,54.396,0,45,43.2,12.52061966,56.03625873,0,0.93,21,0,50,0,0,0,0,0,0,0,0
643,35,0,8.89312,52.7868,0,35,43.4,12.52043375,56.03634456,0,0.89,21,0,50,0,0,0,0,0,0,0,0
644,21,0,8.90942,51.174,0,26,43.2,12.52023996,56.03644548,0,0.81,21,0,50,0,0,0,0,0,0,0,0
645,8,0,8.92011,47.4264,0,16,43.2,12.52014575,56.03652301,0,0.26,21,0,50,0,0,0,0,0,0,0,0
646,8,0,8.93131,46.6704,0,0,43,12.52007878,56.03661840,0,0,21,0,49,0,0,0,0,0,0,0,0
647,56,0,8.94367,46.5948,0,132,43,12.52006671,56.03672510,0,0,21,0,49,0,0,0,0,0,0,0,0
648,89,0,8.95633,45.7308,0,728,43.2,12.52013687,56.03683314,0,0,21,0,50,0,0,0,0,0,0,0,0
649,93,0,8.97068,45.6984,0,844,43.2,12.52025597,56.03694294,0,0,21,0,51,0,0,0,0,0,0,0,0
650,95,0,8.98342,45.1692,0,786,43.2,12.52038438,56.03703146,0,0,21,0,51,0,0,0,0,0,0,0,0
651,98,0,8.99366,45.2412,0,650,43.4,12.52048639,56.03710656,0,0,21,0,50,0,0,0,0,0,0,0,0
652,98,0,9.00744,46.6308,0,533,43.6,12.52061506,56.03720572,0,0,21,0,50,0,0,0,0,0,0,0,0
653,99,0,9.02076,46.6308,0,478,43.8,12.52072922,56.03730596,0,0,21,0,51,0,0,0,0,0,0,0,0
654,99,0,9.0341,46.6308,0,460,43.6,12.52083240,56.03741082,0,0,21,0,49,0,0,0,0,0,0,0,0
